Insects,Mountains,Elevation,Family,Species,Year,Month,Individuals
Moths,HL,278,Geometridae,Protoboarmia simpliciaria,2013,5,1
Moths,HL,278,Erebidae,Miltochrista striata,2014,6,1
Moths,HL,278,Geometridae,Devenilia corearia,2014,8,1
Moths,HL,278,Epiplemidae,Epiplema moza,2013,9,2
Moths,HL,278,Noctuidae,Oruza glaucotorna,2013,9,1
Moths,HL,278,Noctuidae,Oruza glaucotorna,2013,10,2
Moths,HL,278,Noctuidae,Oruza glaucotorna,2014,6,1
Moths,HL,278,Erebidae,Paracolax pryeri,2014,6,1
Moths,HL,278,Erebidae,Paracolax pryeri,2014,8,2
Moths,HL,278,Geometridae,Hemistola dijuncta,2013,7,2
Moths,HL,278,Erebidae,Metopta rectifasciata,2014,5,3
Moths,HL,278,Erebidae,Metopta rectifasciata,2014,7,1
Moths,JR,515,Geometridae,Cabera sp,2014,7,1
Moths,JR,515,Geometridae,Euphyia cineraria,2014,8,1
Moths,JR,515,Noctuidae,Daseochaeta viridis,2013,10,5
Moths,JR,515,Noctuidae,Daseochaeta viridis,2014,10,1
Moths,JR,515,Drepanidae,Epipsestis ornata,2014,9,1
Moths,JR,515,Drepanidae,Epipsestis ornata,2013,10,1
Moths,JR,515,Geometridae,Xanthorhoe muscicapata,2013,7,1
Moths,JR,515,Noctuidae,Xanthia togata,2013,10,1
Moths,JR,515,Noctuidae,Athetis gluteosa,2014,8,1
Moths,JR,515,Geometridae,Dindica virescens,2013,5,2
Moths,JR,515,Geometridae,Dindica virescens,2013,6,1
Moths,JR,515,Geometridae,Dindica virescens,2013,8,2
Moths,JR,515,Geometridae,Dindica virescens,2014,5,3
Moths,JR,515,Geometridae,Dindica virescens,2014,5,3
Moths,JR,515,Geometridae,Dindica virescens,2014,7,1
Moths,JR,515,Geometridae,Fascellina chromataria,2014,5,1
Moths,JR,515,Erebidae,Lygephila vulcanea,2013,9,2
Moths,JR,515,Erebidae,Herminia tarsicrinalis,2013,6,4
Moths,JR,515,Noctuidae,Agrotis ipsilon,2014,9,2
Moths,JR,515,Noctuidae,Apamea rubrirena,2013,9,2
Moths,JR,515,Erebidae,Hadennia incongruens,2013,8,4
Moths,JR,515,Erebidae,Hadennia incongruens,2013,9,10
Moths,JR,515,Erebidae,Hadennia incongruens,2013,9,2
Moths,JR,515,Erebidae,Hadennia incongruens,2013,9,13
Moths,JR,515,Erebidae,Hadennia incongruens,2014,6,26
Moths,JR,515,Erebidae,Hadennia incongruens,2014,7,3
Moths,JR,515,Erebidae,Hadennia incongruens,2014,8,1
Moths,JR,515,Noctuidae,Gelastocera exusta,2013,6,1
Moths,JR,515,Noctuidae,Gelastocera exusta,2013,9,1
Moths,JR,515,Geometridae,Trichopteryx ustata,2013,5,1
Moths,JR,515,Erebidae,Hypena tristalis,2013,7,1
Moths,JR,515,Noctuidae,Cryphia minutissima,2013,8,1
Moths,JR,515,Notodontidae,Lophocosma atriplaga,2014,5,1
Moths,JR,515,Erebidae,Pida niphonis,2013,8,1
Moths,JR,515,Erebidae,Hypena sagitta,2013,7,2
Moths,JR,515,Erebidae,Hypena sagitta,2013,9,1
Moths,JR,515,Erebidae,Hypena stygiana,2013,8,1
Moths,JR,515,Notodontidae,Peridea gigantea,2013,7,2
Moths,JR,515,Notodontidae,Peridea gigantea,2013,8,3
Moths,JR,515,Notodontidae,Peridea gigantea,2014,7,1
Moths,JR,515,Notodontidae,Peridea gigantea,2014,8,3
Moths,JR,515,Erebidae,Catocala fulminea,2014,7,1
Moths,JR,515,Erebidae,Mocis annetta,2014,6,1
Moths,JR,515,Noctuidae,Athetis stellata,2013,6,1
Moths,JR,515,Erebidae,Nodaria tristis,2013,9,4
Moths,JR,515,Geometridae,Ourapteryx koreana,2013,9,5
Moths,JR,515,Geometridae,Ourapteryx koreana,2014,6,1
Moths,JR,515,Geometridae,Cleora insolita,2013,5,8
Moths,JR,515,Geometridae,Cleora insolita,2013,6,1
Moths,JR,515,Geometridae,Cleora insolita,2014,5,6
Moths,JR,515,Limacodidae,Thosea sinensis,2014,7,1
Moths,JR,515,Erebidae,Calyptra lata,2013,9,1
Moths,JR,515,Noctuidae,Sarbanissa venusta,2013,6,2
Moths,JR,515,Noctuidae,Sarbanissa venusta,2014,6,2
Moths,JR,515,Noctuidae,Sarbanissa venusta,2014,7,1
Moths,JR,515,Noctuidae,Sarbanissa venusta,2014,8,1
Moths,JR,515,Geometridae,Jodis putata,2013,7,1
Moths,JR,515,Noctuidae,Ctenoplusia albostriata,2014,9,1
Moths,JR,515,Saturniidae,Actias artemis,2014,7,1
Moths,JR,515,Saturniidae,Actias artemis,2014,8,1
Moths,JR,515,Erebidae,Catocala duplicata,2013,8,22
Moths,JR,515,Erebidae,Catocala duplicata,2013,9,58
Moths,JR,515,Erebidae,Catocala duplicata,2013,9,11
Moths,JR,515,Erebidae,Euproctis pulverea,2013,9,2
Moths,JR,515,Noctuidae,Telorta edentata,2014,10,2
Moths,JR,515,Erebidae,Sinarella aegrota,2013,9,1
Moths,JR,515,Erebidae,Herminia grisealis,2013,9,3
Moths,JR,515,Erebidae,Herminia grisealis,2014,8,2
Moths,JR,515,Noctuidae,Chytonix albonotata,2014,8,2
Moths,JR,515,Noctuidae,Lophoruza pulcherrima,2013,6,1
Moths,JR,515,Noctuidae,Lophoruza pulcherrima,2013,9,1
Moths,JR,515,Geometridae,Spilopera debilis,2013,5,1
Moths,JR,515,Geometridae,Spilopera debilis,2013,9,1
Moths,JR,515,Geometridae,Spilopera debilis,2013,9,1
Moths,JR,515,Geometridae,Spilopera debilis,2014,5,1
Moths,JR,515,Geometridae,Pylargosceles steganioides,2013,5,1
Moths,JR,515,Erebidae,Zanclognatha triplex,2013,6,1
Moths,JR,515,Erebidae,Zanclognatha triplex,2014,6,3
Moths,JR,515,Geometridae,Pareclipsis gracilis,2013,5,2
Moths,JR,515,Geometridae,Pareclipsis gracilis,2013,8,1
Moths,JR,515,Geometridae,Pareclipsis gracilis,2013,9,2
Moths,JR,515,Geometridae,Pareclipsis gracilis,2013,9,4
Moths,JR,515,Geometridae,Pareclipsis gracilis,2013,9,1
Moths,JR,515,Geometridae,Pareclipsis gracilis,2014,5,1
Moths,JR,515,Geometridae,Pareclipsis gracilis,2014,8,1
Moths,JR,515,Erebidae,Catocala dissimilis,2013,9,6
Moths,JR,515,Erebidae,Catocala dissimilis,2013,9,2
Moths,JR,515,Erebidae,Catocala dissimilis,2013,9,2
Moths,JR,515,Geometridae,Ectropis crepuscularia,2014,7,1
Moths,JR,515,Geometridae,Ectropis crepuscularia,2014,8,1
Moths,JR,515,Erebidae,Calliteara nachiensis,2013,6,3
Moths,JR,515,Erebidae,Calliteara nachiensis,2014,6,1
Moths,JR,515,Geometridae,Scoupla nupta,2013,8,2
Moths,JR,515,Geometridae,Scoupla nupta,2014,8,1
Moths,JR,515,Drepanidae,Deroca inconclusa,2013,9,1
Moths,JR,515,Drepanidae,Deroca inconclusa,2014,6,3
Moths,JR,515,Erebidae,Hydrillodes morosa,2013,5,6
Moths,JR,515,Erebidae,Hydrillodes morosa,2013,7,4
Moths,JR,515,Erebidae,Hydrillodes morosa,2014,5,5
Moths,JR,515,Erebidae,Hydrillodes morosa,2014,7,10
Moths,JR,515,Erebidae,Hydrillodes morosa,2014,8,3
Moths,JR,515,Geometridae,Duliophyle agitata,2014,8,9
Moths,JR,515,Drepanidae,Tethea ampliata,2013,6,2
Moths,JR,515,Drepanidae,Tethea ampliata,2013,7,2
Moths,JR,515,Drepanidae,Tethea ampliata,2014,6,13
Moths,JR,515,Geometridae,Timandra apicirosea,2013,5,1
Moths,JR,515,Geometridae,Hypomecis punctinalis,2014,5,1
Moths,JR,515,Geometridae,Heterostegane hyriaria,2013,6,8
Moths,JR,515,Geometridae,Heterostegane hyriaria,2014,6,9
Moths,JR,515,Geometridae,Comibaena amoenaria,2014,6,1
Moths,JR,515,Geometridae,Comibaena amoenaria,2014,8,1
Moths,JR,515,Drepanidae,Oreta pulchripes,2013,6,2
Moths,JR,515,Drepanidae,Oreta pulchripes,2013,8,2
Moths,JR,515,Drepanidae,Oreta pulchripes,2013,9,1
Moths,JR,515,Drepanidae,Oreta pulchripes,2013,9,1
Moths,JR,515,Drepanidae,Oreta pulchripes,2014,6,1
Moths,JR,515,Geometridae,Eustroma aerosum,2013,5,2
Moths,JR,515,Geometridae,Eustroma aerosum,2013,6,1
Moths,JR,515,Geometridae,Eustroma aerosum,2014,5,1
Moths,JR,515,Geometridae,Hydrelia flammeolaria,2014,6,1
Moths,JR,515,Noctuidae,Athetis pallidipennis,2013,6,1
Moths,JR,515,Noctuidae,Athetis pallidipennis,2014,6,1
Moths,JR,515,Erebidae,Paracolax contigua,2013,6,2
Moths,JR,515,Erebidae,Paracolax contigua,2013,8,3
Moths,JR,515,Erebidae,Paracolax contigua,2013,9,1
Moths,JR,515,Erebidae,Paracolax contigua,2014,6,28
Moths,JR,515,Erebidae,Paracolax contigua,2014,7,1
Moths,JR,515,Erebidae,Eilema deplana,2014,6,1
Moths,JR,515,Geometridae,Orthocabera sericea,2013,8,7
Moths,JR,515,Geometridae,Orthocabera sericea,2013,9,4
Moths,JR,515,Geometridae,Orthocabera sericea,2013,9,2
Moths,JR,515,Erebidae,Eilema griseola,2013,7,1
Moths,JR,515,Erebidae,Eilema griseola,2014,7,5
Moths,JR,515,Geometridae,Scionomia mendica,2014,9,1
Moths,JR,515,Notodontidae,Neodrymonia delia,2014,7,1
Moths,JR,515,Notodontidae,Neodrymonia delia,2014,8,1
Moths,JR,515,Geometridae,Amraica superans,2014,6,2
Moths,JR,515,Geometridae,Synegia limitatoides,2013,9,5
Moths,JR,515,Geometridae,Synegia limitatoides,2013,9,3
Moths,JR,515,Geometridae,Synegia limitatoides,2013,9,2
Moths,JR,515,Geometridae,Synegia limitatoides,2014,7,26
Moths,JR,515,Geometridae,Synegia limitatoides,2014,8,3
Moths,JR,515,Geometridae,Duliophyle majuscularia,2013,8,2
Moths,JR,515,Geometridae,Duliophyle majuscularia,2013,9,2
Moths,JR,515,Geometridae,Duliophyle majuscularia,2013,9,8
Moths,JR,515,Geometridae,Duliophyle majuscularia,2014,8,5
Moths,JR,515,Geometridae,Duliophyle majuscularia,2014,9,1
Moths,JR,515,Noctuidae,Cosmia affinis,2013,7,1
Moths,JR,515,Noctuidae,Cosmia affinis,2013,9,1
Moths,JR,515,Noctuidae,Sineugraphe bipartita,2014,9,1
Moths,JR,515,Geometridae,Polymixinia appositaria,2013,9,1
Moths,JR,515,Lasiocampidae,Paralebeda plagiata,2013,7,1
Moths,JR,515,Lasiocampidae,Paralebeda plagiata,2013,8,1
Moths,JR,515,Lasiocampidae,Paralebeda plagiata,2014,7,2
Moths,JR,515,Erebidae,Hypena trigonalis,2014,8,1
Moths,JR,515,Erebidae,Hypena trigonalis,2014,9,1
Moths,JR,515,Geometridae,Rikiosatoa grisea,2013,8,1
Moths,JR,515,Geometridae,Rhynchobapta cervinaria,2014,6,1
Moths,JR,515,Geometridae,Chiasmia defixaria,2014,6,1
Moths,JR,515,Geometridae,Endropiodes indictinarius,2013,5,1
Moths,JR,515,Geometridae,Endropiodes indictinarius,2014,8,1
Moths,JR,515,Erebidae,Paracolax tristalis,2014,6,1
Moths,JR,515,Erebidae,Paracolax tristalis,2014,7,1
Moths,JR,515,Geometridae,Cabera griseolimbata,2014,6,4
Moths,JR,515,Noctuidae,Amphipyra acheron,2014,8,2
Moths,JR,515,Notodontidae,Cnethodonta grisescens,2014,5,1
Moths,JR,515,Geometridae,Arichanna melanaria,2014,6,3
Moths,JR,515,Geometridae,Arichanna melanaria,2014,7,2
Moths,JR,515,Geometridae,Gandaritis whitelyi,2013,6,3
Moths,JR,515,Geometridae,Chloroclystis subcinctata,2014,6,7
Moths,JR,515,Geometridae,Ecliptopera capitata,2013,9,1
Moths,JR,515,Sphingidae,Marumba sperchius,2014,7,1
Moths,JR,515,Notodontidae,Quadricalcarifera cyanea,2014,5,2
Moths,JR,515,Erebidae,Pangrapta disruptalis,2014,6,1
Moths,JR,515,Noctuidae,Protodeltote pygarga,2014,6,4
Moths,JR,515,Geometridae,Plagodis pulveraria,2013,9,2
Moths,JR,515,Geometridae,Plagodis pulveraria,2014,5,4
Moths,JR,515,Geometridae,Plagodis pulveraria,2014,8,4
Moths,JR,515,Erebidae,Zanclognatha umbrosalis,2013,9,1
Moths,JR,515,Erebidae,Zanclognatha umbrosalis,2014,6,1
Moths,JR,515,Erebidae,Catocala obscena,2013,8,1
Moths,JR,515,Erebidae,Herminia dolosa,2014,7,2
Moths,JR,515,Geometridae,Eupithecia subbreviata,2014,5,13
Moths,JR,515,Sphingidae,Ampelophaga rubiginosa,2013,7,1
Moths,JR,515,Sphingidae,Ampelophaga rubiginosa,2014,6,2
Moths,JR,515,Geometridae,Menophra senilis,2013,9,1
Moths,JR,515,Geometridae,Rhinoprora chloerata,2013,6,3
Moths,JR,515,Notodontidae,Phalera flavescens,2013,7,1
Moths,JR,515,Geometridae,Myrteta angelica,2013,9,1
Moths,JR,515,Geometridae,Myrteta angelica,2013,9,1
Moths,JR,515,Geometridae,Myrteta angelica,2014,9,2
Moths,JR,515,Notodontidae,Urodonta branickii,2014,7,1
Moths,JR,515,Geometridae,Calicha nooraria,2014,5,1
Moths,JR,515,Geometridae,Chloroclystis v-ata,2013,6,3
Moths,JR,515,Geometridae,Chloroclystis v-ata,2014,6,2
Moths,JR,515,Bombycidae,Bombyx mandarina,2014,6,1
Moths,JR,515,Noctuidae,Orthogonia sera,2014,8,1
Moths,JR,515,Geometridae,Eulithis fabiolaria,2013,10,3
Moths,JR,515,Drepanidae,Sabra harpagula,2013,7,3
Moths,JR,515,Drepanidae,Sabra harpagula,2013,8,1
Moths,JR,515,Sphingidae,Kentochrysalia streckeri,2014,5,5
Moths,JR,515,Sphingidae,Kentochrysalia streckeri,2013,7,1
Moths,JR,515,Drepanidae,Ditrigona conflexaria,2014,5,1
Moths,JR,515,Geometridae,Scopula floslactata,2014,5,1
Moths,JR,515,Noctuidae,Kumasia kumaso,2014,5,2
Moths,JR,515,Geometridae,Ramobia mediodivisa,2013,10,2
Moths,JR,515,Geometridae,Ramobia mediodivisa,2014,10,1
Moths,JR,515,Geometridae,Heterothera postalbida,2013,10,5
Moths,JR,515,Geometridae,Heterothera postalbida,2014,5,1
Moths,JR,515,Geometridae,Heterothera postalbida,2014,9,4
Moths,JR,515,Geometridae,Heterothera postalbida,2014,10,1
Moths,JR,515,Notodontidae,Zaranga pannosa,2013,5,1
Moths,JR,515,Drepanidae,Drepana curvatula,2013,9,1
Moths,JR,515,Drepanidae,Drepana curvatula,2013,9,7
Moths,JR,515,Notodontidae,Lophontosia pryeri,2014,6,1
Moths,JR,515,Notodontidae,Lophontosia pryeri,2014,8,1
Moths,JR,515,Noctuidae,Acronicta rumicis,2013,8,2
Moths,JR,515,Erebidae,Spilosoma lubricipeda,2014,5,1
Moths,JR,515,Geometridae,Satoblephara parvularia,2013,8,3
Moths,JR,515,Noctuidae,Oruza kunsuki,2014,6,12
Moths,JR,515,Erebidae,Pangrapta lunulata,2014,6,2
Moths,JR,515,Erebidae,Pangrapta lunulata,2014,8,1
Moths,JR,515,Noctuidae,Conisania suavis,2014,8,1
Moths,JR,515,Erebidae,Zanclognatha violacealis,2013,6,1
Moths,JR,515,Erebidae,Idia curvipalpis,2014,8,1
Moths,JR,515,Noctuidae,Neustrotia noloides,2014,6,7
Moths,JR,515,Noctuidae,Triphaenopsis jezoensis,2014,7,1
Moths,JR,515,Noctuidae,Earias pudicana,2013,8,7
Moths,JR,515,Noctuidae,Earias pudicana,2013,9,1
Moths,JR,515,Erebidae,Catocala dula,2013,7,17
Moths,JR,515,Erebidae,Catocala dula,2013,8,5
Moths,JR,515,Erebidae,Catocala dula,2013,9,30
Moths,JR,515,Erebidae,Catocala dula,2013,9,22
Moths,JR,515,Erebidae,Catocala dula,2013,9,2
Moths,JR,515,Erebidae,Catocala dula,2014,7,6
Moths,JR,515,Erebidae,Catocala dula,2014,8,9
Moths,JR,515,Erebidae,Gonepatica opalina,2014,7,1
Moths,JR,515,Erebidae,Lymantria mathura,2014,7,4
Moths,JR,515,Noctuidae,Siglophora sanguinolenta,2014,8,1
Moths,JR,515,Geometridae,Comibaena delicatior,2013,9,2
Moths,JR,515,Geometridae,Comibaena delicatior,2013,9,1
Moths,JR,515,Erebidae,Cyana hamata,2013,7,2
Moths,JR,515,Lasiocampidae,Odonestis pruni,2014,7,1
Moths,JR,515,Sphingidae,Marumba maackii,2014,5,1
Moths,JR,515,Geometridae,Venusia cambrica,2013,5,1
Moths,JR,515,Erebidae,Arctornis album,2013,6,1
Moths,JR,515,Erebidae,Arctornis album,2013,8,3
Moths,JR,515,Erebidae,Arctornis album,2013,9,1
Moths,JR,515,Erebidae,Arctornis album,2013,9,2
Moths,JR,515,Erebidae,Arctornis album,2014,6,2
Moths,JR,515,Erebidae,Arctornis album,2014,8,2
Moths,JR,515,Erebidae,Diomea jankowskii,2014,7,2
Moths,JR,515,Geometridae,Hypomecis roboraria,2013,9,2
Moths,JR,515,Geometridae,Hypomecis roboraria,2013,9,2
Moths,JR,515,Geometridae,Hypomecis roboraria,2014,6,10
Moths,JR,515,Geometridae,Hypomecis roboraria,2014,8,2
Moths,JR,515,Erebidae,Herminia arenosa,2013,6,2
Moths,JR,515,Erebidae,Herminia arenosa,2013,9,2
Moths,JR,515,Geometridae,Chiasmia hebesata,2014,6,1
Moths,JR,515,Geometridae,Chiasmia hebesata,2014,8,1
Moths,JR,515,Geometridae,Chiasmia hebesata,2013,6,1
Moths,JR,515,Geometridae,Chiasmia hebesata,2013,7,2
Moths,JR,515,Geometridae,Chiasmia hebesata,2013,8,2
Moths,JR,515,Geometridae,Psyra boarmiata,2013,9,1
Moths,JR,515,Noctuidae,Atrachea nitens,2013,6,1
Moths,JR,515,Noctuidae,Atrachea nitens,2014,6,2
Moths,JR,515,Geometridae,Eupithecia spadix,2014,6,1
Moths,JR,515,Geometridae,Eupithecia spadix,2014,8,1
Moths,JR,515,Geometridae,Eulithis ledereri,2014,6,1
Moths,JR,515,Geometridae,Xerodes rufescentaria,2014,5,1
Moths,JR,515,Lasiocampidae,Dendrolimus superans,2013,7,1
Moths,JR,515,Lasiocampidae,Dendrolimus superans,2013,8,1
Moths,JR,515,Lasiocampidae,Dendrolimus superans,2013,10,1
Moths,JR,515,Lasiocampidae,Dendrolimus superans,2014,6,2
Moths,JR,515,Lasiocampidae,Dendrolimus superans,2014,7,13
Moths,JR,515,Erebidae,Pangrapta griseola,2014,6,1
Moths,JR,515,Erebidae,Naganoella timandra,2013,6,1
Moths,JR,515,Erebidae,Naganoella timandra,2014,6,12
Moths,JR,515,Erebidae,Naganoella timandra,2014,8,1
Moths,JR,515,Noctuidae,Mythimna turca,2013,9,2
Moths,JR,515,Noctuidae,Mythimna turca,2014,6,1
Moths,JR,515,Noctuidae,Mythimna turca,2014,9,1
Moths,JR,515,Erebidae,Edessena hamada,2013,6,1
Moths,JR,515,Erebidae,Edessena hamada,2013,8,4
Moths,JR,515,Erebidae,Edessena hamada,2014,6,7
Moths,JR,515,Erebidae,Edessena hamada,2014,7,2
Moths,JR,515,Drepanidae,Ditrigona virgo,2013,6,1
Moths,JR,515,Drepanidae,Ditrigona virgo,2014,6,1
Moths,JR,515,Drepanidae,Ditrigona virgo,2014,8,2
Moths,JR,515,Geometridae,Lomographa bimaculata,2013,5,2
Moths,JR,515,Geometridae,Lomographa bimaculata,2014,5,6
Moths,JR,515,Geometridae,Lomographa bimaculata,2014,6,1
Moths,JR,515,Erebidae,Leiostola mollis,2013,6,5
Moths,JR,515,Erebidae,Leiostola mollis,2013,8,12
Moths,JR,515,Erebidae,Leiostola mollis,2014,6,10
Moths,JR,515,Erebidae,Leiostola mollis,2014,7,8
Moths,JR,515,Erebidae,Leiostola mollis,2014,8,1
Moths,JR,515,Nolidae,Meganola fumosa,2013,6,2
Moths,JR,515,Nolidae,Meganola fumosa,2013,8,1
Moths,JR,515,Geometridae,Xenortholitha propinguata,2014,8,1
Moths,JR,515,Noctuidae,Axylia putris,2014,6,1
Moths,JR,515,Noctuidae,Neustrotia rectilineata,2013,6,2
Moths,JR,515,Noctuidae,Neustrotia rectilineata,2014,8,10
Moths,JR,515,Geometridae,Aethalura ignobilis,2013,5,2
Moths,JR,515,Geometridae,Aethalura ignobilis,2014,5,1
Moths,JR,515,Geometridae,Aethalura ignobilis,2014,6,3
Moths,JR,515,Erebidae,Scedopla diffusa,2013,7,1
Moths,JR,515,Erebidae,Scedopla diffusa,2013,8,1
Moths,JR,515,Geometridae,Thinopteryx crocoptera,2013,9,1
Moths,JR,515,Geometridae,Thinopteryx crocoptera,2014,8,1
Moths,JR,515,Noctuidae,Maliattha chalcogramma,2013,6,1
Moths,JR,515,Noctuidae,Iragaodes nobilis,2013,8,5
Moths,JR,515,Noctuidae,Xestia stupenda,2013,9,1
Moths,JR,515,Geometridae,Comostola subtiliaria,2013,7,1
Moths,JR,515,Geometridae,Comostola subtiliaria,2013,9,1
Moths,JR,515,Drepanidae,Habrosyne aurorina,2013,6,1
Moths,JR,515,Drepanidae,Habrosyne aurorina,2013,8,2
Moths,JR,515,Drepanidae,Habrosyne aurorina,2014,8,2
Moths,JR,515,Geometridae,Heterophleps confusa,2013,6,2
Moths,JR,515,Noctuidae,Macrochthonia fervens,2013,9,1
Moths,JR,515,Geometridae,Abraxas sylvata,2013,8,3
Moths,JR,515,Geometridae,Abraxas sylvata,2014,8,4
Moths,JR,515,Geometridae,scopula sp,2014,7,2
Moths,JR,515,Geometridae,Microlygris multistriata,2014,6,1
Moths,JR,515,Noctuidae,Sypnoides fumosa,2014,7,1
Moths,JR,515,Noctuidae,Sypnoides fumosa,2014,9,1
Moths,JR,515,Noctuidae,Atrachea jankowskii,2013,8,2
Moths,JR,515,Noctuidae,Iambia japonica,2013,8,2
Moths,JR,515,Noctuidae,Protodeltote maculana,2014,6,3
Moths,JR,515,Noctuidae,Protodeltote maculana,2014,8,3
Moths,JR,515,Drepanidae,Auzata nigrata,2013,9,2
Moths,JR,515,Drepanidae,Auzata nigrata,2013,9,1
Moths,JR,515,Drepanidae,Auzata nigrata,2013,9,2
Moths,JR,515,Drepanidae,Auzata nigrata,2014,6,1
Moths,JR,515,Noctuidae,Clavipalpula aurariae,2013,5,1
Moths,JR,515,Noctuidae,Niphonyx segregata,2014,6,1
Moths,JR,515,Noctuidae,Niphonyx segregata,2014,7,1
Moths,JR,515,Erebidae,Catocala streckeri,2013,6,5
Moths,JR,515,Erebidae,Catocala streckeri,2014,6,1
Moths,JR,515,Geometridae,Idaea biselata,2013,6,3
Moths,JR,515,Geometridae,Idaea biselata,2013,9,8
Moths,JR,515,Geometridae,Idaea biselata,2014,6,26
Moths,JR,515,Geometridae,Idaea biselata,2014,9,20
Moths,JR,515,Geometridae,Parabapta clarissa,2014,6,1
Moths,JR,515,Noctuidae,Bryophilina mollicula,2013,8,4
Moths,JR,515,Noctuidae,Bryophilina mollicula,2014,6,8
Moths,JR,515,Geometridae,Ectropis aigneri,2014,7,1
Moths,JR,515,Geometridae,Angerona prunaria,2013,8,1
Moths,JR,515,Cyclidiidae,Cyclidia substigmaria,2013,6,1
Moths,JR,515,Cyclidiidae,Cyclidia substigmaria,2014,8,1
Moths,JR,515,Geometridae,Sibatania mactata,2014,9,2
Moths,JR,515,Geometridae,Problepsis superans,2013,7,1
Moths,JR,515,Geometridae,Problepsis superans,2014,7,1
Moths,JR,515,Erebidae,Paracolax fascialis,2014,6,6
Moths,JR,515,Erebidae,Paracolax fascialis,2014,8,1
Moths,JR,515,Erebidae,Paracolax fascialis,2014,9,1
Moths,JR,515,Noctuidae,Sesamia pseudoturpis,2014,8,1
Moths,JR,515,Erebidae,Euwilemania angulata,2014,6,1
Moths,JR,515,Geometridae,Meteima mediorufa,2013,5,2
Moths,JR,515,Erebidae,Plusiodonta casta,2013,6,1
Moths,JR,515,Noctuidae,Gabala argentata,2013,8,1
Moths,JR,515,Notodontidae,Spatalia doerriesi,2014,8,2
Moths,JR,515,Noctuidae,Chasminodes albonitens,2013,9,2
Moths,JR,515,Noctuidae,Bryophila granitalis,2014,7,1
Moths,JR,515,Geometridae,Eupithecia clavifera,2013,5,4
Moths,JR,515,Noctuidae,Balsa leodura,2013,5,1
Moths,JR,515,Notodontidae,Lophontomira parki,2014,8,5
Moths,JR,515,Drepanidae,Auzata superba,2013,6,2
Moths,JR,515,Drepanidae,Auzata superba,2014,6,1
Moths,JR,515,Saturniidae,Caligula jonasii,2014,10,1
Moths,JR,515,Erebidae,Catocala nagioides,2013,7,32
Moths,JR,515,Erebidae,Catocala nagioides,2013,8,8
Moths,JR,515,Erebidae,Catocala nagioides,2013,9,5
Moths,JR,515,Erebidae,Catocala nagioides,2013,9,5
Moths,JR,515,Erebidae,Catocala nagioides,2014,7,7
Moths,JR,515,Erebidae,Catocala nagioides,2014,8,5
Moths,JR,515,Erebidae,Paracolax fentoni,2014,8,2
Moths,JR,515,Notodontidae,Stauropus fagi,2014,6,1
Moths,JR,515,Geometridae,Hydrelia adesma,2014,6,2
Moths,JR,515,Noctuidae,Hermonassa cecilia,2013,9,80
Moths,JR,515,Noctuidae,Hermonassa cecilia,2013,9,42
Moths,JR,515,Noctuidae,Hermonassa cecilia,2013,9,26
Moths,JR,515,Noctuidae,Hermonassa cecilia,2013,10,1
Moths,JR,515,Noctuidae,Hermonassa cecilia,2014,9,1
Moths,JR,515,Erebidae,Agrisius fuliginosus,2014,8,1
Moths,JR,515,Erebidae,Bizone adelina,2014,7,1
Moths,JR,515,Drepanidae,Parapsestis argenteopicta,2014,6,3
Moths,JR,515,Noctuidae,Xestia fuscostigma,2014,9,1
Moths,JR,515,Notodontidae,Drymonia dodonides,2013,5,2
Moths,JR,515,Notodontidae,Drymonia dodonides,2013,6,2
Moths,JR,515,Notodontidae,Drymonia dodonides,2014,5,3
Moths,JR,515,Notodontidae,Drymonia dodonides,2014,6,4
Moths,JR,515,Geometridae,Xerodes albonotaria,2013,5,1
Moths,JR,515,Erebidae,Arctornis kumatai,2013,8,1
Moths,JR,515,Erebidae,Arctornis kumatai,2013,9,2
Moths,JR,515,Geometridae,Ourapteryx subpunctaria,2013,6,1
Moths,JR,515,Geometridae,Ourapteryx subpunctaria,2014,6,1
Moths,JR,515,Sphingidae,Marumba spectabilis,2013,8,1
Moths,JR,515,Noctuidae,Hoplodrina euryptera,2013,9,1
Moths,JR,515,Noctuidae,Hoplodrina euryptera,2014,9,1
Moths,JR,515,Erebidae,Miltochrista miniata,2014,8,1
Moths,JR,515,Geometridae,Ectropis excellens,2013,5,4
Moths,JR,515,Geometridae,Ectropis excellens,2013,6,1
Moths,JR,515,Geometridae,Plagodis dolabraria,2013,5,1
Moths,JR,515,Geometridae,Jankowskia fuscaria,2014,6,2
Moths,JR,515,Geometridae,Idaea auricruda,2013,7,4
Moths,JR,515,Geometridae,Idaea auricruda,2014,7,1
Moths,JR,515,Noctuidae,Apamea striata,2013,9,1
Moths,JR,515,Noctuidae,Apamea striata,2014,7,1
Moths,JR,515,Geometridae,Scopula semiignobilis,2013,6,11
Moths,JR,515,Erebidae,Paracolax trilinealis,2014,6,2
Moths,JR,515,Erebidae,Paracolax trilinealis,2014,8,1
Moths,JR,515,Erebidae,Spilarctia seriatopunctata,2013,5,1
Moths,JR,515,Geometridae,Cabera purus,2014,8,2
Moths,JR,515,Noctuidae,Amphipyra erebina,2014,8,3
Moths,JR,515,Erebidae,Zanclognatha fumosa,2014,6,9
Moths,JR,515,Erebidae,Zanclognatha fumosa,2014,8,4
Moths,JR,515,Noctuidae,Cranionycta jankowskii,2014,6,2
